shipment_id,date_arrivee_port,terminal,type_marchandise,volume_evp,volume_journalier_terminal,compagnie_transport,destination_finale,distance_corridor_km,jour_semaine,saison,statut_douane,temps_sejour_port_heures,temps_retour_conteneur_vide_heures,retard_corridor,cout_detention_estime_fcfa
CRI-03148,2024-10-08,Môle 8,Denrées alimentaires,2,474,Transporteur indépendant,Dakar (local),19.2,Mardi,pluies,bloqué (litige/documents),215.4,38.3,False,2041724
CRI-03149,2024-10-08,Terminal à Conteneurs,Matériaux de construction,1,495,Transporteur D,Bamako (Mali),1200.5,Mardi,pluies,bloqué (litige/documents),97.4,60.0,True,465367
CRI-03150,2024-10-08,Terminal à Conteneurs,Import général,1,344,Transporteur B,Dakar (local),19.5,Mardi,pluies,bloqué (litige/documents),112.1,36.3,False,470406
CRI-03151,2024-10-08,Môle 8,Matériaux de construction,1,380,Transporteur D,Kayes (Mali),943.9,Mardi,pluies,dédouanement en cours,91.2,53.2,True,448487
CRI-03152,2024-10-08,Terminal à Conteneurs,Biens de consommation,2,480,Transporteur B,Ziguinchor,448.8,Mardi,pluies,dédouanement en cours,108.3,44.9,True,827551
CRI-03153,2024-10-08,Terminal Roulier,Biens de consommation,1,502,Transporteur indépendant,Bamako (Mali),1224.1,Mardi,pluies,dédouanement en cours,124.5,76.7,True,799305
CRI-03154,2024-10-08,Terminal à Conteneurs,Biens de consommation,2,433,Transporteur D,Touba,185.3,Mardi,pluies,dédouané avant arrivée,83.6,41.3,True,590374
CRI-03155,2024-10-08,Terminal Roulier,Import général,2,438,Transporteur G,Dakar (local),20.0,Mardi,pluies,dédouanement en cours,118.3,60.6,True,1233879
CRI-03156,2024-10-08,Terminal à Conteneurs,Biens de consommation,2,430,Transporteur C,Kayes (Mali),972.8,Mardi,pluies,dédouanement en cours,88.5,39.8,True,582339
CRI-03157,2024-10-08,Môle 8,Import général,1,363,Transporteur D,Dakar (local),21.1,Mardi,pluies,dédouané avant arrivée,62.5,41.4,False,184739
CRI-03158,2024-10-08,Môle 3,Import général,1,434,Transporteur D,Ziguinchor,453.2,Mardi,pluies,dédouanement en cours,100.3,59.4,True,410236
CRI-03159,2024-10-08,Môle 8,Équipements industriels,3,472,Transporteur B,Touba,196.2,Mardi,pluies,dédouané avant arrivée,71.5,72.5,True,1211129
CRI-03160,2024-10-08,Môle 8,Import général,2,414,Transporteur G,Kayes (Mali),963.0,Mardi,pluies,dédouanement en cours,78.3,55.3,True,813946
CRI-03161,2024-10-08,Terminal à Conteneurs,Équipements industriels,2,406,Transporteur B,Dakar (local),20.2,Mardi,pluies,bloqué (litige/documents),140.2,42.7,False,1241839
CRI-03162,2024-10-08,Terminal à Conteneurs,Biens de consommation,1,353,Transporteur B,Kayes (Mali),973.9,Mardi,pluies,dédouanement en cours,96.0,47.9,False,501527
CRI-03163,2024-10-09,Terminal à Conteneurs,Biens de consommation,1,403,Transporteur C,Bamako (Mali),1175.0,Mercredi,pluies,dédouanement en cours,49.9,70.5,True,256945
CRI-03164,2024-10-09,Môle 3,Import général,4,361,Transporteur indépendant,Bamako (Mali),1228.9,Mercredi,pluies,dédouanement en cours,72.1,35.4,True,993831
CRI-03165,2024-10-09,Terminal à Conteneurs,Denrées alimentaires,1,442,Transporteur E,Kayes (Mali),912.0,Mercredi,pluies,dédouané avant arrivée,44.8,53.0,True,162857
CRI-03166,2024-10-09,Môle 8,Import général,1,288,Transporteur E,Thiès,72.4,Mercredi,pluies,dédouané avant arrivée,40.8,39.1,False,37318
CRI-03167,2024-10-09,Terminal à Conteneurs,Denrées alimentaires,2,299,Transporteur E,Thiès,70.0,Mercredi,pluies,dédouané avant arrivée,57.9,32.9,False,238261
CRI-03168,2024-10-09,Môle 8,Matériaux de construction,2,406,Transporteur C,Bamako (Mali),1185.4,Mercredi,pluies,dédouané avant arrivée,68.8,44.8,True,384376
CRI-03169,2024-10-09,Môle 3,Import général,1,407,Transporteur B,Tambacounda,473.9,Mercredi,pluies,dédouané avant arrivée,48.1,65.2,True,282015
CRI-03170,2024-10-09,Môle 1,Équipements industriels,1,388,Transporteur A,Dakar (local),20.0,Mercredi,pluies,bloqué (litige/documents),113.5,24.6,False,449663
CRI-03171,2024-10-09,Terminal à Conteneurs,Matériaux de construction,3,394,Transporteur C,Bamako (Mali),1230.2,Mercredi,pluies,dédouanement en cours,101.3,66.8,True,1652454
CRI-03172,2024-10-09,Terminal Roulier,Denrées alimentaires,2,308,Transporteur G,Bamako (Mali),1234.0,Mercredi,pluies,dédouané avant arrivée,66.0,44.3,True,376607
CRI-03173,2024-10-09,Môle 3,Import général,3,388,Transporteur G,Thiès,68.0,Mercredi,pluies,bloqué (litige/documents),119.1,39.2,True,1452914
CRI-03174,2024-10-09,Môle 8,Matériaux de construction,2,387,Transporteur D,Thiès,66.4,Mercredi,pluies,dédouanement en cours,111.3,71.2,False,1028336
CRI-03175,2024-10-10,Môle 1,Hydrocarbures,2,411,Transporteur A,Dakar (local),19.8,Jeudi,pluies,dédouanement en cours,80.3,43.6,False,706405
CRI-03176,2024-10-10,Terminal à Conteneurs,Biens de consommation,2,327,Transporteur C,Thiès,70.4,Jeudi,pluies,dédouané avant arrivée,39.9,26.6,False,0
CRI-03177,2024-10-10,Môle 3,Biens de consommation,2,406,Transporteur D,Dakar (local),20.1,Jeudi,pluies,dédouanement en cours,89.8,56.6,False,937110
CRI-03178,2024-10-10,Môle 3,Import général,1,387,Transporteur D,Bamako (Mali),1261.9,Jeudi,pluies,dédouanement en cours,82.7,40.6,True,291662
CRI-03179,2024-10-10,Terminal Roulier,Import général,1,408,Transporteur A,Tambacounda,469.6,Jeudi,pluies,dédouané avant arrivée,87.9,105.2,True,730978
CRI-03180,2024-10-10,Môle 1,Équipements industriels,1,299,Transporteur A,Dakar (local),20.1,Jeudi,pluies,dédouanement en cours,35.0,53.9,False,95554
CRI-03181,2024-10-10,Terminal à Conteneurs,Import général,4,358,Transporteur C,Touba,194.0,Jeudi,pluies,bloqué (litige/documents),67.9,57.2,True,1185337
CRI-03182,2024-10-10,Terminal à Conteneurs,Denrées alimentaires,2,375,Transporteur indépendant,Kayes (Mali),974.1,Jeudi,pluies,dédouané avant arrivée,65.9,38.4,True,342979
CRI-03183,2024-10-10,Terminal à Conteneurs,Import général,2,319,Transporteur C,Tambacounda,457.9,Jeudi,pluies,dédouané avant arrivée,51.4,50.1,True,409899
CRI-03184,2024-10-10,Môle 3,Denrées alimentaires,1,348,Transporteur F,Thiès,74.6,Jeudi,pluies,dédouané avant arrivée,63.1,48.0,False,233427
CRI-03185,2024-10-10,Môle 1,Hydrocarbures,2,419,Transporteur D,Dakar (local),19.5,Jeudi,pluies,dédouané avant arrivée,91.5,63.4,False,1143837
CRI-03186,2024-10-10,Terminal Roulier,Matériaux de construction,4,369,Transporteur C,Dakar (local),20.3,Jeudi,pluies,dédouanement en cours,113.4,42.8,False,1722671
CRI-03187,2024-10-11,Terminal à Conteneurs,Hydrocarbures,1,391,Transporteur C,Dakar (local),19.6,Vendredi,pluies,dédouanement en cours,56.4,63.1,False,254383
CRI-03188,2024-10-11,Môle 3,Denrées alimentaires,3,400,Transporteur D,Kaédi (Mauritanie),490.1,Vendredi,pluies,dédouané avant arrivée,76.9,40.5,True,744900
CRI-03189,2024-10-11,Terminal à Conteneurs,Biens de consommation,1,401,Transporteur C,Touba,179.7,Vendredi,pluies,dédouané avant arrivée,49.9,93.7,True,369822
CRI-03190,2024-10-11,Môle 1,Biens de consommation,1,399,Transporteur G,Kaolack,186.6,Vendredi,pluies,dédouanement en cours,38.7,22.8,False,0
CRI-03191,2024-10-11,Môle 1,Import général,1,374,Transporteur G,Ziguinchor,460.0,Vendredi,pluies,dédouanement en cours,69.0,31.5,True,146850
CRI-03192,2024-10-11,Terminal à Conteneurs,Import général,1,360,Transporteur G,Thiès,69.6,Vendredi,pluies,dédouané avant arrivée,22.7,36.9,True,0
CRI-03193,2024-10-11,Môle 3,Matériaux de construction,1,393,Transporteur indépendant,Ziguinchor,456.5,Vendredi,pluies,dédouanement en cours,46.0,32.1,True,36534
CRI-03194,2024-10-11,Môle 3,Biens de consommation,1,386,Transporteur C,Dakar (local),20.2,Vendredi,pluies,dédouanement en cours,69.0,38.1,True,194465
CRI-03195,2024-10-11,Terminal Roulier,Hydrocarbures,2,402,Transporteur indépendant,Dakar (local),19.2,Vendredi,pluies,dédouanement en cours,66.3,48.7,True,413507
CRI-03196,2024-10-11,Terminal Roulier,Denrées alimentaires,1,394,Transporteur F,Kaolack,191.4,Vendredi,pluies,dédouané avant arrivée,92.8,49.2,True,327043
CRI-03197,2024-10-11,Terminal à Conteneurs,Import général,1,385,Transporteur G,Dakar (local),20.2,Vendredi,pluies,dédouanement en cours,95.8,51.3,False,416039
CRI-03198,2024-10-11,Môle 3,Matériaux de construction,2,316,Transporteur indépendant,Kayes (Mali),925.0,Vendredi,pluies,bloqué (litige/documents),77.1,34.2,True,466777
CRI-03199,2024-10-11,Terminal à Conteneurs,Hydrocarbures,3,398,Transporteur E,Dakar (local),20.5,Vendredi,pluies,dédouanement en cours,92.2,63.4,True,1237024
CRI-03200,2024-10-11,Môle 8,Import général,2,364,Transporteur B,Kaolack,191.0,Vendredi,pluies,dédouané avant arrivée,39.4,25.9,True,0
CRI-03201,2024-10-11,Terminal à Conteneurs,Matériaux de construction,1,348,Transporteur B,Dakar (local),19.3,Vendredi,pluies,dédouané avant arrivée,60.3,56.0,False,306902
CRI-03202,2024-10-11,Terminal à Conteneurs,Hydrocarbures,1,399,Transporteur indépendant,Thiès,67.9,Vendredi,pluies,dédouanement en cours,84.3,50.1,True,404897
CRI-03203,2024-10-11,Môle 8,Hydrocarbures,1,421,Transporteur D,Kaolack,188.8,Vendredi,pluies,dédouané avant arrivée,42.1,79.2,True,297812
CRI-03204,2024-10-12,Môle 1,Biens de consommation,2,307,Transporteur D,Bamako (Mali),1209.6,Samedi,pluies,dédouané avant arrivée,89.5,20.4,True,483533
CRI-03205,2024-10-12,Môle 1,Hydrocarbures,2,344,Transporteur G,Tambacounda,500.3,Samedi,pluies,dédouané avant arrivée,51.0,39.3,True,212471
CRI-03206,2024-10-12,Môle 1,Denrées alimentaires,1,294,Transporteur indépendant,Dakar (local),19.7,Samedi,pluies,dédouané avant arrivée,34.4,32.2,False,0
CRI-03207,2024-10-12,Môle 1,Biens de consommation,3,372,Transporteur indépendant,Ziguinchor,450.6,Samedi,pluies,dédouanement en cours,98.7,65.2,True,1469477
CRI-03208,2024-10-12,Terminal à Conteneurs,Import général,2,348,Transporteur F,Dakar (local),20.1,Samedi,pluies,dédouané avant arrivée,43.3,42.3,False,161805
CRI-03209,2024-10-12,Terminal à Conteneurs,Biens de consommation,4,274,Transporteur C,Thiès,69.2,Samedi,pluies,dédouanement en cours,76.1,28.2,False,698754
CRI-03210,2024-10-12,Môle 8,Denrées alimentaires,1,419,Transporteur C,Kayes (Mali),906.8,Samedi,pluies,dédouané avant arrivée,56.6,80.3,True,356499
CRI-03211,2024-10-12,Terminal à Conteneurs,Import général,2,438,Transporteur A,Touba,196.3,Samedi,pluies,dédouanement en cours,53.6,42.9,False,333030
CRI-03212,2024-10-12,Terminal Roulier,Matériaux de construction,1,465,Transporteur E,Tambacounda,485.0,Samedi,pluies,bloqué (litige/documents),87.3,41.9,True,319085
CRI-03213,2024-10-12,Môle 1,Import général,1,352,Transporteur F,Bamako (Mali),1253.9,Samedi,pluies,dédouané avant arrivée,57.1,68.1,True,328272
CRI-03214,2024-10-13,Môle 3,Biens de consommation,1,211,Transporteur F,Dakar (local),21.1,Dimanche,pluies,dédouanement en cours,73.8,33.3,False,216266
CRI-03215,2024-10-13,Môle 8,Denrées alimentaires,1,290,Transporteur F,Dakar (local),20.7,Dimanche,pluies,dédouané avant arrivée,47.5,16.7,False,0
CRI-03216,2024-10-13,Môle 1,Import général,1,244,Transporteur D,Bamako (Mali),1219.0,Dimanche,pluies,dédouané avant arrivée,39.2,33.0,True,1229
CRI-03217,2024-10-13,Terminal à Conteneurs,Matériaux de construction,3,250,Transporteur E,Bamako (Mali),1174.5,Dimanche,pluies,dédouané avant arrivée,54.6,36.2,True,309654
CRI-03218,2024-10-13,Môle 1,Équipements industriels,1,291,Transporteur E,Bamako (Mali),1258.5,Dimanche,pluies,dédouané avant arrivée,43.9,46.5,True,122268
CRI-03219,2024-10-13,Terminal Roulier,Biens de consommation,2,298,Transporteur A,Touba,177.2,Dimanche,pluies,dédouanement en cours,51.1,26.2,False,65931
CRI-03220,2024-10-13,Terminal Roulier,Matériaux de construction,1,219,Transporteur D,Tambacounda,461.6,Dimanche,pluies,dédouané avant arrivée,46.4,28.6,False,16436
CRI-03221,2024-10-13,Terminal à Conteneurs,Denrées alimentaires,1,293,Transporteur C,Bamako (Mali),1242.5,Dimanche,pluies,dédouané avant arrivée,65.0,15.9,True,60670
CRI-03222,2024-10-13,Môle 8,Biens de consommation,1,256,Transporteur D,Dakar (local),19.5,Dimanche,pluies,bloqué (litige/documents),118.5,47.9,False,590951
CRI-03223,2024-10-13,Terminal à Conteneurs,Biens de consommation,3,274,Transporteur B,Kaolack,189.5,Dimanche,pluies,dédouané avant arrivée,60.6,21.7,False,204976
CRI-03224,2024-10-13,Môle 3,Biens de consommation,3,245,Transporteur B,Thiès,68.7,Dimanche,pluies,bloqué (litige/documents),122.5,22.5,True,1339290
CRI-03225,2024-10-13,Terminal à Conteneurs,Hydrocarbures,3,331,Transporteur indépendant,Dakar (local),19.6,Dimanche,pluies,dédouané avant arrivée,95.8,35.0,False,875582
CRI-03226,2024-10-13,Môle 1,Import général,1,271,Transporteur B,Tambacounda,461.0,Dimanche,pluies,dédouanement en cours,48.2,44.6,False,137669
CRI-03227,2024-10-13,Terminal à Conteneurs,Import général,2,274,Transporteur F,Bamako (Mali),1158.1,Dimanche,pluies,dédouané avant arrivée,25.8,42.3,True,0
CRI-03228,2024-10-13,Môle 1,Biens de consommation,2,214,Transporteur E,Bamako (Mali),1184.8,Dimanche,pluies,dédouanement en cours,57.0,24.5,True,95210
CRI-03229,2024-10-13,Môle 1,Import général,1,312,Transporteur indépendant,Bamako (Mali),1247.2,Dimanche,pluies,bloqué (litige/documents),121.2,35.9,True,549330
CRI-03230,2024-10-13,Môle 1,Hydrocarbures,1,296,Transporteur E,Kaolack,193.5,Dimanche,pluies,dédouané avant arrivée,48.2,17.8,True,0
CRI-03231,2024-10-14,Terminal Roulier,Biens de consommation,4,390,Transporteur D,Bamako (Mali),1202.0,Lundi,pluies,dédouané avant arrivée,66.1,23.8,True,416684
CRI-03232,2024-10-14,Môle 8,Denrées alimentaires,1,430,Transporteur B,Thiès,70.1,Lundi,pluies,dédouané avant arrivée,78.0,38.1,False,286616
CRI-03233,2024-10-14,Môle 8,Denrées alimentaires,1,453,Transporteur indépendant,Bamako (Mali),1267.9,Lundi,pluies,dédouané avant arrivée,63.2,51.8,True,207962
CRI-03234,2024-10-14,Terminal à Conteneurs,Hydrocarbures,2,414,Transporteur G,Kaolack,182.7,Lundi,pluies,dédouanement en cours,104.9,34.0,True,670240
CRI-03235,2024-10-14,Môle 1,Denrées alimentaires,1,385,Transporteur indépendant,Thiès,69.6,Lundi,pluies,dédouanement en cours,96.4,90.2,True,728150
CRI-03236,2024-10-14,Terminal à Conteneurs,Hydrocarbures,2,432,Transporteur G,Ziguinchor,436.9,Lundi,pluies,bloqué (litige/documents),133.1,59.1,True,1432173
CRI-03237,2024-10-14,Terminal Roulier,Matériaux de construction,1,413,Transporteur D,Ziguinchor,464.1,Lundi,pluies,dédouané avant arrivée,65.8,42.2,True,191646
CRI-03238,2024-10-14,Terminal à Conteneurs,Denrées alimentaires,2,457,Transporteur D,Ziguinchor,441.0,Lundi,pluies,dédouané avant arrivée,74.3,90.3,True,1102081
CRI-03239,2024-10-14,Terminal à Conteneurs,Matériaux de construction,1,574,Transporteur E,Kaolack,192.0,Lundi,pluies,dédouanement en cours,112.9,84.9,True,746957
CRI-03240,2024-10-14,Terminal Roulier,Matériaux de construction,2,450,Transporteur F,Bamako (Mali),1267.7,Lundi,pluies,bloqué (litige/documents),97.4,52.5,True,815923
CRI-03241,2024-10-14,Terminal à Conteneurs,Import général,2,388,Transporteur C,Bamako (Mali),1189.8,Lundi,pluies,dédouanement en cours,64.5,35.9,True,287520
CRI-03242,2024-10-14,Môle 1,Matériaux de construction,4,357,Transporteur G,Bamako (Mali),1208.5,Lundi,pluies,dédouané avant arrivée,47.7,37.9,True,278816
CRI-03243,2024-10-14,Môle 3,Équipements industriels,1,446,Transporteur D,Touba,187.6,Lundi,pluies,dédouané avant arrivée,65.5,46.8,False,195339
CRI-03244,2024-10-14,Môle 3,Matériaux de construction,1,449,Transporteur E,Dakar (local),19.8,Lundi,pluies,dédouanement en cours,157.4,46.7,True,776120
CRI-03245,2024-10-14,Môle 8,Import général,2,450,Transporteur G,Dakar (local),19.6,Lundi,pluies,dédouanement en cours,95.4,74.7,False,1223418
CRI-03246,2024-10-14,Terminal Roulier,Import général,2,389,Transporteur C,Dakar (local),20.5,Lundi,pluies,dédouanement en cours,48.3,52.4,False,282131
CRI-03247,2024-10-14,Môle 3,Import général,2,380,Transporteur D,Bamako (Mali),1204.5,Lundi,pluies,dédouané avant arrivée,44.4,61.0,True,303142
CRI-03248,2024-10-15,Môle 1,Équipements industriels,2,395,Transporteur E,Tambacounda,486.8,Mardi,pluies,dédouané avant arrivée,61.1,62.5,True,532819
CRI-03249,2024-10-15,Môle 8,Import général,2,459,Transporteur indépendant,Kayes (Mali),936.1,Mardi,pluies,dédouanement en cours,123.4,59.1,True,1452504
CRI-03250,2024-10-15,Terminal à Conteneurs,Équipements industriels,1,423,Transporteur B,Dakar (local),20.5,Mardi,pluies,dédouané avant arrivée,39.7,63.0,True,157580
CRI-03251,2024-10-15,Terminal à Conteneurs,Biens de consommation,1,446,Transporteur B,Tambacounda,483.7,Mardi,pluies,dédouané avant arrivée,78.3,58.7,True,389383
CRI-03252,2024-10-15,Môle 8,Matériaux de construction,1,455,Transporteur B,Thiès,70.4,Mardi,pluies,dédouanement en cours,110.0,42.2,False,549157
CRI-03253,2024-10-15,Terminal à Conteneurs,Denrées alimentaires,2,473,Transporteur E,Kaédi (Mauritanie),479.0,Mardi,pluies,bloqué (litige/documents),131.1,53.4,True,1066537
CRI-03254,2024-10-15,Terminal à Conteneurs,Biens de consommation,1,402,Transporteur A,Kaolack,187.2,Mardi,pluies,dédouanement en cours,62.4,38.6,False,194909
CRI-03255,2024-10-15,Môle 8,Import général,1,357,Transporteur E,Tambacounda,505.4,Mardi,pluies,dédouanement en cours,27.8,35.0,True,0
CRI-03256,2024-10-15,Terminal à Conteneurs,Matériaux de construction,1,422,Transporteur indépendant,Dakar (local),19.8,Mardi,pluies,dédouané avant arrivée,64.5,33.2,True,159776
CRI-03257,2024-10-15,Môle 8,Matériaux de construction,1,413,Transporteur G,Bamako (Mali),1213.3,Mardi,pluies,dédouané avant arrivée,56.6,58.1,True,245322
CRI-03258,2024-10-15,Terminal à Conteneurs,Import général,4,397,Transporteur C,Kaolack,190.5,Mardi,pluies,dédouané avant arrivée,65.3,42.6,True,792893
CRI-03259,2024-10-15,Terminal Roulier,Import général,1,433,Transporteur G,Bamako (Mali),1239.1,Mardi,pluies,dédouané avant arrivée,48.0,52.9,True,134170
CRI-03260,2024-10-16,Terminal à Conteneurs,Équipements industriels,2,377,Transporteur E,Dakar (local),20.1,Mercredi,pluies,dédouanement en cours,78.3,83.0,False,1201616
CRI-03261,2024-10-16,Môle 1,Hydrocarbures,1,408,Transporteur D,Thiès,73.7,Mercredi,pluies,dédouané avant arrivée,43.5,61.2,False,159614
CRI-03262,2024-10-16,Terminal à Conteneurs,Denrées alimentaires,1,395,Transporteur B,Bamako (Mali),1279.9,Mercredi,pluies,dédouanement en cours,84.8,63.6,True,431501
CRI-03263,2024-10-16,Terminal à Conteneurs,Biens de consommation,1,276,Transporteur A,Bamako (Mali),1169.0,Mercredi,pluies,dédouanement en cours,40.8,30.0,True,0
CRI-03264,2024-10-16,Terminal à Conteneurs,Denrées alimentaires,1,356,Transporteur D,Kaédi (Mauritanie),453.0,Mercredi,pluies,dédouané avant arrivée,42.9,45.9,True,116698
CRI-03265,2024-10-16,Môle 8,Denrées alimentaires,2,341,Transporteur F,Tambacounda,478.0,Mercredi,pluies,dédouané avant arrivée,46.2,28.9,False,38243
CRI-03266,2024-10-16,Terminal à Conteneurs,Import général,3,356,Transporteur indépendant,Touba,189.0,Mercredi,pluies,dédouané avant arrivée,73.9,42.0,False,704834
CRI-03267,2024-10-16,Terminal Roulier,Denrées alimentaires,1,427,Transporteur C,Dakar (local),19.3,Mercredi,pluies,dédouanement en cours,140.3,70.9,True,885712
CRI-03268,2024-10-17,Terminal à Conteneurs,Matériaux de construction,2,411,Transporteur A,Dakar (local),19.5,Jeudi,pluies,dédouané avant arrivée,43.4,61.5,False,396452
CRI-03269,2024-10-17,Terminal à Conteneurs,Import général,3,363,Transporteur C,Kayes (Mali),917.3,Jeudi,pluies,bloqué (litige/documents),66.4,83.9,True,1527810
CRI-03270,2024-10-17,Môle 8,Équipements industriels,2,358,Transporteur D,Tambacounda,459.8,Jeudi,pluies,bloqué (litige/documents),56.8,48.3,True,364398
CRI-03271,2024-10-17,Môle 1,Import général,2,408,Transporteur A,Dakar (local),20.5,Jeudi,pluies,dédouané avant arrivée,63.2,47.0,False,417710
CRI-03272,2024-10-17,Môle 3,Matériaux de construction,1,369,Transporteur indépendant,Bamako (Mali),1171.2,Jeudi,pluies,dédouané avant arrivée,63.9,26.5,True,127001
CRI-03273,2024-10-17,Môle 1,Hydrocarbures,1,380,Transporteur indépendant,Tambacounda,476.9,Jeudi,pluies,dédouané avant arrivée,63.0,53.2,True,266954
CRI-03274,2024-10-17,Terminal à Conteneurs,Hydrocarbures,1,450,Transporteur D,Dakar (local),19.3,Jeudi,pluies,dédouanement en cours,77.3,68.7,True,463311
CRI-03275,2024-10-17,Môle 3,Import général,2,391,Transporteur A,Ziguinchor,445.3,Jeudi,pluies,dédouané avant arrivée,60.3,89.9,True,783748
CRI-03276,2024-10-17,Terminal à Conteneurs,Biens de consommation,3,343,Transporteur A,Dakar (local),19.9,Jeudi,pluies,dédouané avant arrivée,28.3,39.5,False,0
CRI-03277,2024-10-17,Terminal à Conteneurs,Import général,1,391,Transporteur F,Tambacounda,468.3,Jeudi,pluies,dédouané avant arrivée,49.0,35.8,True,76146
CRI-03278,2024-10-17,Terminal à Conteneurs,Matériaux de construction,3,393,Transporteur F,Bamako (Mali),1218.3,Jeudi,pluies,dédouanement en cours,58.1,45.7,True,468343
CRI-03279,2024-10-17,Môle 1,Matériaux de construction,2,455,Transporteur D,Bamako (Mali),1244.1,Jeudi,pluies,dédouané avant arrivée,56.4,52.6,True,358075
CRI-03280,2024-10-17,Môle 8,Matériaux de construction,1,340,Transporteur F,Tambacounda,451.0,Jeudi,pluies,bloqué (litige/documents),122.7,44.8,False,599823
CRI-03281,2024-10-17,Terminal à Conteneurs,Denrées alimentaires,1,420,Transporteur C,Touba,185.9,Jeudi,pluies,dédouané avant arrivée,92.3,39.0,True,273749
CRI-03282,2024-10-17,Môle 8,Équipements industriels,4,393,Transporteur D,Kaédi (Mauritanie),470.5,Jeudi,pluies,dédouanement en cours,72.6,45.5,True,920599
CRI-03283,2024-10-18,Terminal Roulier,Denrées alimentaires,1,349,Transporteur C,Kaolack,189.9,Vendredi,pluies,dédouané avant arrivée,53.1,31.4,True,58132
CRI-03284,2024-10-18,Môle 1,Denrées alimentaires,1,335,Transporteur indépendant,Dakar (local),20.4,Vendredi,pluies,dédouané avant arrivée,106.7,42.9,False,362344
CRI-03285,2024-10-18,Môle 1,Import général,1,357,Transporteur E,Ziguinchor,454.8,Vendredi,pluies,bloqué (litige/documents),95.3,28.7,True,340277
CRI-03286,2024-10-18,Terminal à Conteneurs,Matériaux de construction,2,333,Transporteur F,Kaolack,187.9,Vendredi,pluies,dédouané avant arrivée,88.1,55.5,True,805003
CRI-03287,2024-10-18,Terminal à Conteneurs,Denrées alimentaires,2,405,Transporteur A,Ziguinchor,437.4,Vendredi,pluies,dédouané avant arrivée,75.3,45.1,False,618885
CRI-03288,2024-10-18,Môle 1,Import général,1,342,Transporteur indépendant,Kaolack,181.6,Vendredi,pluies,dédouanement en cours,60.3,40.6,True,159618
CRI-03289,2024-10-18,Terminal à Conteneurs,Matériaux de construction,1,400,Transporteur F,Bamako (Mali),1266.8,Vendredi,pluies,dédouané avant arrivée,53.2,36.5,True,88013
CRI-03290,2024-10-18,Môle 3,Biens de consommation,1,335,Transporteur B,Dakar (local),19.1,Vendredi,pluies,dédouané avant arrivée,34.1,54.9,False,107752
CRI-03291,2024-10-18,Terminal à Conteneurs,Import général,2,400,Transporteur C,Kaolack,193.5,Vendredi,pluies,dédouané avant arrivée,72.0,28.2,True,340391
CRI-03292,2024-10-18,Terminal à Conteneurs,Import général,2,332,Transporteur D,Bamako (Mali),1194.0,Vendredi,pluies,dédouané avant arrivée,100.6,44.1,True,760373
CRI-03293,2024-10-18,Môle 8,Denrées alimentaires,1,305,Transporteur G,Dakar (local),19.6,Vendredi,pluies,bloqué (litige/documents),85.8,76.8,False,504849
CRI-03294,2024-10-18,Terminal à Conteneurs,Denrées alimentaires,1,481,Transporteur indépendant,Kaolack,197.4,Vendredi,pluies,bloqué (litige/documents),150.6,130.4,True,1415399
CRI-03295,2024-10-18,Môle 8,Import général,3,340,Transporteur C,Bamako (Mali),1191.3,Vendredi,pluies,dédouané avant arrivée,49.8,49.3,True,498797
CRI-03296,2024-10-19,Môle 8,Hydrocarbures,1,329,Transporteur A,Kaolack,188.7,Samedi,pluies,bloqué (litige/documents),157.4,65.0,False,838689
CRI-03297,2024-10-19,Môle 3,Biens de consommation,3,344,Transporteur C,Touba,194.2,Samedi,pluies,dédouané avant arrivée,42.8,34.4,False,96127
CRI-03298,2024-10-19,Môle 3,Import général,1,289,Transporteur D,Kaédi (Mauritanie),458.7,Samedi,pluies,dédouanement en cours,71.2,50.2,False,332774
CRI-03299,2024-10-19,Môle 8,Denrées alimentaires,1,360,Transporteur D,Kayes (Mali),917.0,Samedi,pluies,dédouanement en cours,72.9,64.7,True,355029
CRI-03300,2024-10-19,Terminal Roulier,Import général,1,432,Transporteur C,Kaolack,188.6,Samedi,pluies,dédouané avant arrivée,51.8,33.9,True,94514
CRI-03301,2024-10-19,Terminal Roulier,Denrées alimentaires,1,271,Transporteur C,Dakar (local),19.3,Samedi,pluies,dédouanement en cours,52.8,38.4,False,93227
CRI-03302,2024-10-19,Terminal à Conteneurs,Import général,1,461,Transporteur E,Dakar (local),19.4,Samedi,pluies,dédouané avant arrivée,81.1,28.6,True,213572
CRI-03303,2024-10-19,Terminal à Conteneurs,Import général,2,414,Transporteur E,Bamako (Mali),1202.9,Samedi,pluies,dédouanement en cours,72.9,59.2,True,645360
CRI-03304,2024-10-19,Môle 1,Biens de consommation,2,356,Transporteur C,Kaédi (Mauritanie),453.0,Samedi,pluies,dédouanement en cours,64.1,20.8,True,121445
CRI-03305,2024-10-19,Terminal à Conteneurs,Hydrocarbures,1,384,Transporteur D,Dakar (local),20.2,Samedi,pluies,dédouanement en cours,107.5,35.6,False,435322
CRI-03306,2024-10-20,Môle 1,Biens de consommation,2,295,Transporteur B,Kaolack,192.1,Dimanche,pluies,dédouanement en cours,116.0,39.3,False,892437
CRI-03307,2024-10-20,Terminal à Conteneurs,Matériaux de construction,4,286,Transporteur E,Kayes (Mali),975.6,Dimanche,pluies,dédouanement en cours,58.4,26.4,True,314126
CRI-03308,2024-10-20,Môle 3,Matériaux de construction,1,295,Transporteur C,Dakar (local),20.5,Dimanche,pluies,dédouané avant arrivée,28.4,26.0,False,0
